"presence","longitude","latitude","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","species"
1,-118.7279227,42.9226946,8.09000015258789,17.6773338317871,-0.42066678404808,266,29,10,25.5591354370117,81,42,42,72,16.2726669311523,44.383228302002,742.645874023438,29.8640003204346,-6.80000019073486,36.6640014648438,0.25399985909462,17.6773338317871,"Red-tailed Hawk"
1,-118.572248,42.281579,9.49383354187012,19.4473342895508,0.213999912142754,212,24,7,26.7694759368896,65,35,43,55,16.7283325195312,44.0126647949219,784.563720703125,31.5160007476807,-6.49200010299683,38.007999420166,12.1560001373291,19.2706661224365,"Red-tailed Hawk"
1,-124.0253448,44.8908168,10.5974540710449,14.8231477737427,6.77962970733643,2201,358,35,64.0391845703125,1021,157,162,954,8.4597225189209,49.7956199645996,330.387145996094,20.1166667938232,3.12777781486511,16.9888896942139,7.13240718841553,14.5055551528931,"Red-tailed Hawk"
1,-118.0849862,45.3429324,8.20866680145264,17.4973335266113,-0.451333373785019,525,66,16,36.2224922180176,192,64,79,176,13.720666885376,40.2885437011719,729.950500488281,28.7479991912842,-5.30800008773804,34.0559997558594,0.156000033020973,17.1333332061768,"Red-tailed Hawk"
1,-123.2856865,44.2298804,11.6178331375122,18.6233329772949,5.35666656494141,1321,232,15,70.6813049316406,652,77,83,599,12.0143327713013,44.4580116271973,538.568176269531,28.2240009307861,1.20000004768372,27.0240001678467,5.80800008773804,18.2000007629395,"Red-tailed Hawk"
1,-123.9212887,45.1437881,10.208833694458,14.7386665344238,6.20266675949097,2416,387,41,63.1809234619141,1114,175,186,1036,9.11366653442383,50.0971145629883,349.459350585938,20.6879997253418,2.49600005149841,18.1919994354248,6.57399988174438,14.3173332214355,"Red-tailed Hawk"
1,-121.436651,43.914793,6.02683353424072,14.4593334197998,-1.81333339214325,439,72,16,55.4823417663574,203,51,58,188,15.631667137146,46.0784873962402,663.742614746094,26.0960006713867,-7.82800006866455,33.923999786377,-1.28799998760223,14.1306667327881,"Red-tailed Hawk"
1,-122.7515638,45.4776768,11.8319997787476,18.8173332214355,5.3526668548584,1088,178,18,61.4781112670898,503,84,87,466,11.1473331451416,43.1465148925781,554.770446777344,27.2080001831055,1.37199997901917,25.8360004425049,5.7039999961853,18.7019996643066,"Red-tailed Hawk"
1,-122.813777,42.6096575,11.9048337936401,20.1233329772949,4.52200031280518,717,117,11,62.7210388183594,334,50,54,297,15.0863332748413,46.4709625244141,649.345458984375,31.7360000610352,-0.727999985218048,32.4640007019043,4.6046667098999,20.1040000915527,"Red-tailed Hawk"
1,-121.571554,45.561763,8.95849990844727,16.978666305542,1.16799998283386,1105,190,14,70.2313613891602,548,71,71,515,11.936333656311,40.1518211364746,647.789672851562,26.511999130249,-3.21600008010864,29.7279987335205,1.74533343315125,16.978666305542,"Red-tailed Hawk"
1,-122.87374,45.748672,11.1603336334229,17.7253341674805,4.77533340454102,1124,181,19,61.7530097961426,519,87,91,483,11.058666229248,43.5723686218262,532.514831542969,26.0599994659424,0.680000007152557,25.3799991607666,5.19333362579346,17.6959991455078,"Red-tailed Hawk"
1,-121.673004,44.604712,6.80983352661133,15.0206670761108,-0.69133335351944,1150,195,18,65.9414367675781,556,88,91,517,13.4556665420532,42.678466796875,645.830749511719,26.0279998779297,-5.5,31.5279998779297,-0.0706666707992554,14.8686666488647,"Red-tailed Hawk"
1,-119.5731354,45.9049415,11.8766670227051,21.9033336639404,2.05866670608521,205,29,5,43.6995735168457,84,23,25,75,12.6680002212524,37.193187713623,799.6826171875,31.3039989471436,-2.75600004196167,34.0599975585938,2.71799993515015,21.1793327331543,"Red-tailed Hawk"
1,-121.213393,44.040436,7.44383335113525,15.9293327331543,-0.197333261370659,297,45,12,44.8974838256836,127,42,50,117,16.4109992980957,47.7230453491211,661.179016113281,27.8999996185303,-6.48799991607666,34.3880004882812,0.232666730880737,15.6119995117188,"Red-tailed Hawk"
1,-118.11875,44.335108,6.00483322143555,16.1153335571289,-3.96466636657715,352,50,14,36.1773567199707,135,54,54,122,16.4309997558594,40.9914169311523,813.901428222656,29.2600002288818,-10.8239994049072,40.0839996337891,-2.64266633987427,16.1153335571289,"Red-tailed Hawk"
1,-123.1694841,44.1166152,11.8916664123535,19.0960006713867,5.54199981689453,1288,222,14,70.0536651611328,635,77,83,573,12.4206666946411,44.6593818664551,551.019653320312,29.0359992980957,1.22399997711182,27.8120002746582,5.95800018310547,18.6546669006348,"Red-tailed Hawk"
1,-121.0400333,45.2569469,11.1094999313354,20.4593334197998,2.27999997138977,296,47,7,54.5032730102539,135,30,32,125,14.4329996109009,42.0787162780762,745.384704589844,31.5559997558594,-2.74399995803833,34.2999992370605,2.69333338737488,20.263334274292,"Red-tailed Hawk"
1,-117.8081346,44.7987496,7.68266677856445,17.3986663818359,-1.94999992847443,280,34,15,24.7404174804688,88,55,70,72,15.4233331680298,41.7388343811035,782.024353027344,28.923999786377,-8.02799987792969,36.9519996643066,11.1573333740234,13.4726667404175,"Red-tailed Hawk"
1,-117.8908579,45.3043153,9.18383312225342,18.1486663818359,0.903333365917206,434,50,18,27.9103164672852,139,65,77,123,14.6303329467773,42.8388748168945,701.027648925781,29.7040004730225,-4.44799995422363,34.1520004272461,1.25933337211609,17.6233329772949,"Red-tailed Hawk"
1,-117.3634449,45.525627,6.81483316421509,16.1986675262451,-2.31799983978271,401,49,21,25.0700206756592,128,74,95,101,16.5443325042725,43.643383026123,755.345947265625,29.1840000152588,-8.72399997711182,37.9080009460449,9.84066677093506,15.9406661987305,"Red-tailed Hawk"
1,-120.338198,44.434678,4.86283349990845,12.8060007095337,-2.42600011825562,521,72,18,40.4166870117188,208,68,68,184,14.1850004196167,44.3004379272461,627.628112792969,24.3560009002686,-7.66400003433228,32.0200004577637,-1.69200003147125,12.8060007095337,"Red-tailed Hawk"
1,-117.8182411,44.8375823,7.7888331413269,17.5993328094482,-1.88733339309692,283,35,16,24.5578269958496,89,56,70,72,15.4076662063599,41.405101776123,787.716369628906,29.2199993133545,-7.99200010299683,37.2119979858398,11.271333694458,13.6006669998169,"Red-tailed Hawk"
1,-117.4753046,44.5926065,9.29500007629395,20.4446659088135,-1.60133326053619,323,41,13,32.4177169799805,117,49,61,105,15.1473331451416,38.2160987854004,892.5302734375,31.9440002441406,-7.69199991226196,39.6360015869141,-0.917999923229218,19.9486675262451,"Red-tailed Hawk"
1,-122.6634805,45.0490932,11.0496664047241,17.9353332519531,4.7519998550415,1397,224,21,60.8163261413574,638,105,108,586,10.8200006484985,42.2194480895996,540.458312988281,26.5240001678467,0.89599996805191,25.6280002593994,5.12466669082642,17.732666015625,"Red-tailed Hawk"
1,-122.8265583,45.5496964,11.1158332824707,17.8799991607666,4.88133335113525,1235,202,20,62.5635223388672,574,93,98,535,11.070333480835,43.5908546447754,533.34130859375,26.2919998168945,0.896000027656555,25.3959999084473,5.26533317565918,17.6679992675781,"Red-tailed Hawk"
1,-118.0679226,44.673536,6.18683338165283,15.8966665267944,-3.79266667366028,354,45,15,30.6772880554199,125,58,74,113,16.0650005340576,41.226131439209,797.54443359375,28.4080009460449,-10.5600004196167,38.9680023193359,-2.6100001335144,15.7546672821045,"Red-tailed Hawk"
