"presence","longitude","latitude","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","species"
1,-118.451504,42.1901,9.08349990844727,19.0146656036377,0.170000001788139,241,28,8,26.4824810028076,75,38,38,67,15.9663333892822,43.0637969970703,771.314880371094,30.8799991607666,-6.19600009918213,37.076000213623,0.981333255767822,19.0146656036377,"Western Meadowlark"
1,-119.0378807,45.5420699,9.76516628265381,19.0946674346924,1.15199995040894,370,48,10,38.1889114379883,136,42,51,122,13.9583330154419,40.9719772338867,732.110473632812,30.0359992980957,-4.03200006484985,34.068000793457,1.73066663742065,18.8120002746582,"Western Meadowlark"
1,-117.0494556,42.9741218,8.13633346557617,18.216667175293,-1.51733326911926,318,36,11,30.404239654541,104,43,43,97,16.3966674804688,42.0082664489746,801.000793457031,30.8640003204346,-8.16800022125244,39.0320014953613,-0.405333369970322,18.216667175293,"Western Meadowlark"
1,-120.007356,43.553522,7.1191668510437,16.4553337097168,-1.29533326625824,279,35,13,29.6909828186035,99,47,47,83,15.2176666259766,42.6312942504883,728.51513671875,28.5480003356934,-7.14799976348877,35.6959991455078,-0.472666710615158,16.4553337097168,"Western Meadowlark"
1,-120.4152175,44.1418441,7.97583341598511,17.1593341827393,-0.525999963283539,305,41,15,32.1800308227539,112,49,61,95,16.8743343353271,45.6112365722656,723.059692382812,30.0160007476807,-6.98000001907349,36.9960021972656,-0.136666491627693,16.8833332061768,"Western Meadowlark"
1,-118.880825,43.2667063,7.78466653823853,17.2566661834717,-1.21066677570343,255,28,10,27.447193145752,81,38,46,73,16.2906665802002,44.5100173950195,749.318054199219,29.0160007476807,-7.58400011062622,36.6000022888184,-0.538666665554047,16.9039993286133,"Western Meadowlark"
1,-121.4029169,45.1577113,8.59500026702881,16.8239994049072,0.890666663646698,782,130,14,63.2756614685059,377,66,66,343,12.8333339691162,41.4406280517578,655.351867675781,27.2240009307861,-3.74399995803833,30.9680004119873,1.42666673660278,16.8239994049072,"Western Meadowlark"
1,-118.600377,45.99526,11.9049997329712,21.818000793457,2.48000001907349,321,43,11,37.4851951599121,118,40,44,104,12.7193336486816,37.4759368896484,782.178039550781,31.6200008392334,-2.3199999332428,33.9400024414062,2.98266673088074,21.2546672821045,"Western Meadowlark"
1,-120.7326352,43.869657,6.92799997329712,15.9473333358765,-1.27533340454102,259,33,12,32.5644454956055,96,43,55,80,17.1153335571289,46.7019577026367,708.525329589844,28.576000213623,-8.07200050354004,36.6480026245117,-0.909333348274231,15.7226667404175,"Western Meadowlark"
1,-122.1180012,42.4476162,7.01749992370605,15.6120004653931,-0.931333243846893,655,111,10,63.7670135498047,314,50,54,280,14.6063327789307,43.6792259216309,681.13916015625,26.9120006561279,-6.52799987792969,33.4400024414062,-0.401999980211258,15.5286664962769,"Western Meadowlark"
1,-120.0048959,45.7826593,12.1991662979126,22.6006660461426,2.20133328437805,217,34,5,49.0279541015625,95,24,24,85,13.0243330001831,37.2251434326172,826.444091796875,32.4039993286133,-2.58399987220764,34.9879989624023,2.71333336830139,22.6006660461426,"Western Meadowlark"
1,-118.2142467,44.5215459,6.59516668319702,16.6146659851074,-3.71133351325989,339,45,14,33.7540435791016,126,54,69,112,17.0563335418701,41.4028854370117,824.137634277344,30.1639995574951,-11.032000541687,41.1959991455078,-2.43600010871887,16.5853328704834,"Western Meadowlark"
1,-123.38247,42.507046,12.386833190918,20.1646671295166,5.30800008773804,918,162,9,76.618537902832,467,39,48,433,14.4683332443237,46.9568138122559,613.227355957031,31.3599987030029,0.548000037670135,30.8119983673096,5.55266666412354,20.0913333892822,"Western Meadowlark"
1,-121.9148,42.4218,7.65033340454102,16.0960006713867,-0.194666668772697,468,77,8,61.3484840393066,224,41,45,197,14.5946664810181,43.8647117614746,669.552917480469,27.2399997711182,-6.03200006484985,33.2719993591309,0.384000062942505,15.9486665725708,"Western Meadowlark"
1,-118.414525,46.000501,11.488166809082,21.0346660614014,2.3306667804718,391,52,13,38.078987121582,141,47,52,124,12.7430000305176,38.4056663513184,755.985595703125,30.8400001525879,-2.33999991416931,33.1800003051758,2.82599997520447,20.4406661987305,"Western Meadowlark"
1,-119.0312433,43.5568514,7.33833360671997,17.1319999694824,-2.32599997520447,276,37,10,37.5210380554199,104,36,44,95,15.8719997406006,41.7508430480957,787.447143554688,29.2040004730225,-8.8120002746582,38.015998840332,-1.44400000572205,16.9099998474121,"Western Meadowlark"
1,-120.80558,42.928681,5.88100004196167,14.7213335037231,-2.06733322143555,422,56,15,39.5416030883789,161,52,62,145,14.9000005722046,44.0984954833984,695.001220703125,26.1800003051758,-7.60799980163574,33.7880020141602,-1.30666673183441,14.6613330841064,"Western Meadowlark"
