"presence","longitude","latitude","wc2.1_2.5m_bio_1","wc2.1_2.5m_bio_10","wc2.1_2.5m_bio_11","wc2.1_2.5m_bio_12","wc2.1_2.5m_bio_13","wc2.1_2.5m_bio_14","wc2.1_2.5m_bio_15","wc2.1_2.5m_bio_16","wc2.1_2.5m_bio_17","wc2.1_2.5m_bio_18","wc2.1_2.5m_bio_19","wc2.1_2.5m_bio_2","wc2.1_2.5m_bio_3","wc2.1_2.5m_bio_4","wc2.1_2.5m_bio_5","wc2.1_2.5m_bio_6","wc2.1_2.5m_bio_7","wc2.1_2.5m_bio_8","wc2.1_2.5m_bio_9","land_cover","species"
1,-121.6850238,42.8929966,6.26616668701172,14.8073329925537,-2.07000017166138,527,89,10,64.0451736450195,256,46,50,227,16.9069995880127,46.3459434509277,688.579162597656,27.7080001831055,-8.77200031280518,36.4799995422363,-1.37000012397766,14.6286668777466,"10","Western Meadowlark"
1,-119.330364,45.88354,11.9918336868286,22.0886669158936,2.24533319473267,225,31,6,43.4019660949707,91,25,27,82,12.4876661300659,36.8977279663086,802.571350097656,31.4799995422363,-2.36400008201599,33.8439979553223,2.82466650009155,21.4379997253418,"10","Western Meadowlark"
1,-120.6711674,43.3323578,7.45766639709473,16.7453327178955,-0.853333473205566,253,33,11,32.7940902709961,94,40,52,79,16.7119998931885,45.5566482543945,723.419555664062,29.007999420166,-7.67600011825562,36.6839981079102,-0.523333370685577,16.4273338317871,"10","Western Meadowlark"
1,-118.7664169,45.5525868,10.9608335494995,20.5879993438721,1.92399990558624,350,43,10,33.8597869873047,117,44,51,104,13.7683334350586,39.7606964111328,756.950012207031,31.3319988250732,-3.2960000038147,34.6279983520508,2.43666672706604,20.1293334960938,"12","Western Meadowlark"
1,-121.3461399,44.4449332,9.15366649627686,18.0780010223389,0.968666732311249,356,57,13,53.4249725341797,165,47,48,143,16.1806659698486,45.2530136108398,702.03662109375,31.0319995880127,-4.72399997711182,35.7560005187988,1.46866679191589,17.941333770752,"10","Western Meadowlark"
1,-121.8256073,42.0243057,8.36833381652832,17.2213325500488,-0.0226666927337646,340,49,8,46.7506332397461,142,37,43,126,16.0953330993652,44.9741058349609,710.465881347656,29.3680000305176,-6.42000007629395,35.7880020141602,0.468000024557114,17.1893329620361,"10","Western Meadowlark"
1,-122.4569836,42.2615536,7.08683347702026,15.4166669845581,-0.366000056266785,900,157,11,65.3887329101562,427,60,60,388,14.4576663970947,44.9442520141602,652.583374023438,26.7880001068115,-5.38000011444092,32.1679992675781,0.157999947667122,15.4166669845581,"9","Western Meadowlark"
1,-118.261342,45.8609214,9.20883369445801,18.2266654968262,1.10733330249786,592,79,15,44.2498359680176,234,61,71,214,13.4903335571289,40.8303070068359,704.325256347656,29.3239994049072,-3.71600008010864,33.0400009155273,1.47133338451385,18.0013332366943,"10","Western Meadowlark"
1,-120.166973,45.243311,8.61066627502441,17.4126663208008,0.403333306312561,375,50,12,36.5964317321777,138,46,54,123,13.206000328064,41.0022354125977,695.379760742188,27.7280006408691,-4.48000001907349,32.2080001831055,0.954666674137115,17.2373332977295,"10","Western Meadowlark"
1,-121.73225,42.220966,8.16916656494141,17.3666667938232,-0.144666746258736,408,59,9,50.9064407348633,174,40,40,157,15.9696664810181,44.5681686401367,723.933959960938,29.3999996185303,-6.43200016021729,35.8320007324219,0.306666612625122,17.3666667938232,"13","Western Meadowlark"
1,-123.3464885,44.5215399,11.3193330764771,18.1926670074463,5.06866645812988,1340,240,16,70.8699645996094,658,77,82,617,11.6793336868286,44.2466049194336,534.592346191406,27.3719997406006,0.976000010967255,26.3959999084473,5.4539999961853,17.8726673126221,"12","Western Meadowlark"
1,-118.3021318,45.3631019,6.97183322906494,16.1766662597656,-1.72866666316986,606,83,15,41.9124794006348,235,65,80,218,13.9370002746582,40.7038536071777,724.587463378906,27.488000869751,-6.7519998550415,34.2400016784668,-0.977999985218048,15.7580003738403,"8","Western Meadowlark"
1,-119.010312,44.192897,5.09200000762939,14.2599992752075,-4.36600017547607,358,44,15,28.7712364196777,123,56,67,109,16.6086654663086,41.9622688293457,753.983276367188,28.1159992218018,-11.46399974823,39.5799980163574,-3.05533337593079,14.2013330459595,"10","Western Meadowlark"
1,-117.175343,45.606851,5.88066673278809,15.1406669616699,-3.0053334236145,462,53,22,23.9565715789795,143,81,102,122,16.1093330383301,43.3886375427246,743.473388671875,28.0440006256104,-9.08399963378906,37.1279983520508,8.61333274841309,15.010666847229,"10","Western Meadowlark"
1,-123.2115311,44.4257811,11.5671663284302,18.4833335876465,5.31933307647705,1157,205,15,69.2029571533203,564,72,74,525,11.8503332138062,44.4765548706055,537.222778320312,27.8439998626709,1.20000004768372,26.6439990997314,5.70799970626831,18.1666660308838,"12","Western Meadowlark"
1,-118.45444,45.946801,11.5446662902832,21.3479995727539,2.34533333778381,406,54,13,37.2468910217285,147,49,56,129,12.4286661148071,37.051830291748,769.060913085938,31.0480003356934,-2.49600005149841,33.5439987182617,2.83866667747498,20.7700004577637,"12","Western Meadowlark"
1,-118.377824,43.805959,8.05000019073486,18.3866672515869,-2.16866660118103,287,40,10,37.2758674621582,111,40,49,100,17.050666809082,42.2255249023438,833.151916503906,31.2959995269775,-9.08399963378906,40.379997253418,-1.29466676712036,18.1100006103516,"10","Western Meadowlark"
1,-118.0295563,45.2869651,9.13383293151855,18.4419994354248,0.573333382606506,442,52,17,29.7728157043457,145,63,77,128,14.0649995803833,41.1883583068848,725.637268066406,29.7119998931885,-4.43599987030029,34.1479988098145,1.02800011634827,17.9419994354248,"13","Western Meadowlark"
1,-122.376898,45.545032,11.8505001068115,18.8473339080811,5.12200021743774,1347,206,24,56.8249969482422,594,112,116,550,10.8156661987305,41.2182426452637,562.338806152344,27.435998916626,1.19599997997284,26.2399997711182,5.65199995040894,18.7813339233398,"13","Western Meadowlark"
1,-119.8416897,45.3077793,9.61149978637695,18.7173328399658,1.07400000095367,344,46,10,37.5446624755859,125,39,49,110,13.7909994125366,41.1033630371094,719.516662597656,29.3199996948242,-4.23199987411499,33.5519981384277,1.66266655921936,18.4799995422363,"10","Western Meadowlark"
1,-122.4470772,43.7376868,10.4671669006348,17.8346672058105,3.71733331680298,1248,200,17,61.9347229003906,577,93,93,515,13.2170000076294,45.4317321777344,586.262329101562,28.3320007324219,-0.759999990463257,29.0920009613037,3.94133329391479,17.8346672058105,"8","Western Meadowlark"
1,-124.5636991,42.8367975,11.4750003814697,15.0833330154419,8.48333358764648,1917,317,15,70.946403503418,910,97,104,853,8.69166660308838,55.6266670227051,273.435638427734,19.8500003814697,4.22499990463257,15.625,8.89166641235352,14.6166667938232,"11","Western Meadowlark"
1,-123.285891,44.222855,11.6178331375122,18.6233329772949,5.35666656494141,1321,232,15,70.6813049316406,652,77,83,599,12.0143327713013,44.4580116271973,538.568176269531,28.2240009307861,1.20000004768372,27.0240001678467,5.80800008773804,18.2000007629395,"12","Western Meadowlark"
1,-123.2628383,44.0700991,11.6051664352417,18.478666305542,5.34266662597656,1341,233,14,71.0089721679688,663,77,82,603,11.835000038147,44.0093727111816,533.550354003906,27.9720001220703,1.08000004291534,26.8920001983643,5.86400032043457,18.1366672515869,"10","Western Meadowlark"
1,-121.005648,45.628864,11.5963335037231,20.9806671142578,2.35000014305115,343,62,6,70.1462478637695,177,25,25,163,12.9160003662109,38.9834594726562,758.579895019531,30.92799949646,-2.2039999961853,33.1319999694824,3.02600002288818,20.9806671142578,"12","Western Meadowlark"
1,-118.4112456,42.1890906,8.89383316040039,18.7886657714844,-0.0753332749009132,241,27,8,26.24977684021,74,38,38,67,15.8970003128052,42.9184646606445,771.483276367188,30.6560001373291,-6.38399982452393,37.0400009155273,0.782000124454498,18.7886657714844,"10","Western Meadowlark"
1,-121.0948706,44.8160444,10.775333404541,19.9680004119873,2.19999980926514,327,56,12,47.7578048706055,144,48,49,112,15.7919998168945,44.170955657959,728.150939941406,32.3040008544922,-3.44799995422363,35.7519989013672,2.64333319664001,19.8126678466797,"10","Western Meadowlark"
1,-121.035347,43.1750808,7.58966684341431,16.5540008544922,-0.497999995946884,291,41,12,40.4632263183594,117,39,49,101,17.1073341369629,46.8386077880859,699.575073242188,28.9479999542236,-7.57599973678589,36.523998260498,-0.187333345413208,16.1713333129883,"10","Western Meadowlark"
1,-120.1925325,44.3272661,5.15416669845581,14.1213331222534,-3.75666689872742,440,59,18,36.0360870361328,169,63,74,148,15.2290000915527,42.1575660705566,725.370788574219,26.4720001220703,-9.65200042724609,36.1240005493164,-2.75466680526733,14.054666519165,"10","Western Meadowlark"
1,-120.790608,42.804555,8.00950050354004,17.076000213623,-0.142666578292847,291,41,12,38.1039047241211,114,40,49,104,15.385666847229,44.616828918457,707.114807128906,28.6919994354248,-5.79199981689453,34.484001159668,0.354000091552734,16.7479991912842,"10","Western Meadowlark"
1,-117.2571169,45.5351038,6.32999992370605,15.7586669921875,-2.88599991798401,420,52,21,24.9859676361084,133,75,99,107,16.6353340148926,43.4206886291504,762.101928710938,28.9559993743896,-9.35599994659424,38.3120002746582,9.24600028991699,15.6079998016357,"10","Western Meadowlark"
1,-124.1753112,43.6771733,11.4131946563721,15.1888885498047,8.04166698455811,1763,289,17,68.6542739868164,832,96,100,778,8.78472232818604,54.1523971557617,294.966369628906,20.5055561065674,4.28333330154419,16.2222232818604,8.51296329498291,14.8027782440186,"11","Western Meadowlark"
1,-117.3964683,44.351616,7.8125,18.8546657562256,-3.25666666030884,353,50,12,38.7600173950195,137,47,59,127,15.4876670837402,38.1695251464844,897.428283691406,31.007999420166,-9.56799983978271,40.576000213623,-2.10533332824707,18.753999710083,"10","Western Meadowlark"
1,-118.370834,42.318847,8.84433364868164,18.7360000610352,-0.291333347558975,230,25,8,25.002872467041,69,38,38,63,16.1313323974609,43.0766220092773,776.652404785156,30.7199993133545,-6.72800016403198,37.447998046875,0.651333212852478,18.7360000610352,"10","Western Meadowlark"
1,-118.941209,42.555592,7.83033323287964,17.3913326263428,-0.770000040531158,262,28,10,25.3198699951172,81,43,43,65,15.5819997787476,43.0822830200195,738.883850097656,29.2399997711182,-6.92799997329712,36.1679992675781,6.04533338546753,17.3913326263428,"10","Western Meadowlark"
1,-118.969485,45.242866,6.60666656494141,15.3253335952759,-1.69933331012726,494,63,16,36.945613861084,186,62,74,166,15.3673334121704,43.5483245849609,694.24267578125,27.6760005950928,-7.61199998855591,35.2880020141602,-0.959333300590515,15.1646671295166,"10","Western Meadowlark"
1,-120.0080299,43.3140798,7.46683311462402,16.9659996032715,-0.996666610240936,267,32,13,26.0093040466309,90,47,47,76,15.574333190918,43.0515632629395,738.322387695312,29.007999420166,-7.16799974441528,36.1759986877441,-0.22999994456768,16.9659996032715,"10","Western Meadowlark"
1,-121.0650753,44.7188508,9.65683364868164,18.2880001068115,1.54800009727478,374,72,15,51.457088470459,164,61,61,111,15.603666305542,45.1025161743164,682.315979003906,30.4120006561279,-4.18400001525879,34.5960006713867,5.18933296203613,18.2880001068115,"12","Western Meadowlark"
1,-122.814337,42.294415,12.2294998168945,20.6326675415039,4.76733303070068,526,84,10,57.5764312744141,237,44,44,209,15.5143327713013,46.9505310058594,659.932739257812,32.1599998474121,-0.88400000333786,33.0439987182617,4.82200002670288,20.6326675415039,"9","Western Meadowlark"
1,-119.1299718,44.9909428,7.57999992370605,16.2406673431396,-0.707333385944366,417,51,15,32.1623039245605,148,58,70,130,15.1199998855591,43.2494277954102,690.999816894531,28.3680000305176,-6.59200000762939,34.9599990844727,0.0179999265819788,16.1266670227051,"8","Western Meadowlark"
1,-116.978977,44.044566,10.6296663284302,22.1380004882812,-1.01933336257935,283,40,8,44.4068984985352,114,30,38,108,14.9553327560425,37.0621871948242,930.087036132812,33.3359985351562,-7.01599979400635,40.3519973754883,-0.10733338445425,21.423999786377,"10","Western Meadowlark"
1,-119.9593249,45.5603969,11.4093332290649,21.5713329315186,1.66866660118103,247,35,6,44.9838943481445,102,27,30,90,13.2919998168945,38.0554275512695,807.913635253906,31.6520004272461,-3.27600002288818,34.9280014038086,2.14933323860168,21.0919990539551,"10","Western Meadowlark"
1,-121.2822125,44.2445143,8.50016689300537,17.3373336791992,0.437333434820175,293,43,13,44.9677200317383,126,41,47,114,16.671667098999,47.0313339233398,693.458374023438,29.8880004882812,-5.55999994277954,35.4480018615723,0.83866685628891,17.1219997406006,"10","Western Meadowlark"
